work_id,payment_status,payment_risk_score,payment_anomaly_status,payment_signal_count,payment_high_signal_count,payment_reasons,payment_evidence
WS/MP180/2023-2024/66457,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66458,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66459,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66460,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66461,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66462,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66463,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66464,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66465,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66466,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66467,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66478,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66481,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66482,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66483,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66484,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66488,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66489,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/66491,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/68392,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80433,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80434,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80438,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80439,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80440,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80441,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80442,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80443,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80444,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80445,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
WS/MP180/2023-2024/80446,NOT_EVALUABLE,0.0,NOT_EVALUABLE,0,0,[],"{""available_signals"": [], ""reason"": ""no_valid_payment_activity""}"
