work_id,houses,state,district,constituency,mp,elected_nominated,mp_type,resolved_constituency,constituency_resolution_source,constituency_resolution_confidence,constituency_candidates
WS/MP1/2023-2024/103702,"LS,RS",Bihar,SAMASTIPUR,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,SAMASTIPUR(SC),WORK_DESCRIPTION_PC_MATCH,MEDIUM,SAMASTIPUR(SC) | UJJARPUR
WS/MP1/2023-2024/1215,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1216,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/121691,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1217,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1218,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/12725,"LS,RS",Bihar,SHEIKHPURA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JAMUI(SC) | NAWADA
WS/MP1/2023-2024/12726,"LS,RS",Bihar,SHEIKHPURA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JAMUI(SC) | NAWADA
WS/MP1/2023-2024/12727,"LS,RS",Bihar,SHEIKHPURA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JAMUI(SC) | NAWADA
WS/MP1/2023-2024/12794,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/12795,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/12796,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/12797,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1411,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/14253,"LS,RS",Bihar,PURBI CHAMPARAN,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,PURVI CHAMPARAN | SHEOHAR
WS/MP1/2023-2024/14279,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1487,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1488,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1489,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1490,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1493,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1494,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/1495,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/15564,"LS,RS",Bihar,NALANDA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,NALANDA,DISTRICT_UNIQUE_PC,MEDIUM,NALANDA
WS/MP1/2023-2024/19312,"LS,RS",Bihar,SAMASTIPUR,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,SAMASTIPUR(SC),WORK_DESCRIPTION_PC_MATCH,MEDIUM,SAMASTIPUR(SC) | UJJARPUR
WS/MP1/2023-2024/19313,"LS,RS",Bihar,SAMASTIPUR,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,SAMASTIPUR(SC),WORK_DESCRIPTION_PC_MATCH,MEDIUM,SAMASTIPUR(SC) | UJJARPUR
WS/MP1/2023-2024/28834,"LS,RS",Bihar,SITAMARHI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,SITAMARHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,SHEOHAR | SITAMARHI
WS/MP1/2023-2024/33229,"LS,RS",Bihar,PURBI CHAMPARAN,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,PURVI CHAMPARAN | SHEOHAR
WS/MP1/2023-2024/33285,"LS,RS",Bihar,PURBI CHAMPARAN,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,PURVI CHAMPARAN | SHEOHAR
WS/MP1/2023-2024/33300,"LS,RS",Bihar,PURBI CHAMPARAN,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,PURVI CHAMPARAN | SHEOHAR
WS/MP1/2023-2024/33332,"LS,RS",Bihar,PURBI CHAMPARAN,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,PURVI CHAMPARAN | SHEOHAR
WS/MP1/2023-2024/33338,"LS,RS",Bihar,PURBI CHAMPARAN,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,PURVI CHAMPARAN | SHEOHAR
WS/MP1/2023-2024/37287,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/37288,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/49366,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/82731,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2023-2024/82807,"LS,RS",Bihar,LAKHISARAI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_NO_DISTRICT_PC_MAP,UNRESOLVED,
WS/MP1/2024-2025/133051,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133052,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133053,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133073,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133074,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133637,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133638,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133639,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133640,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133642,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133643,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133644,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133645,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133727,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133792,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133793,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133794,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/133795,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/136541,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/136542,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/136886,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/136962,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136963,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136964,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136965,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136966,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136970,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136971,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136972,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136973,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/136974,"LS,RS",Bihar,DARBHANGA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,DARBHANGA,WORK_DESCRIPTION_PC_MATCH,MEDIUM,DARBHANGA | MADHUBANI | SAMASTIPUR(SC)
WS/MP1/2024-2025/145755,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/145756,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/145757,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/145758,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/145759,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/145760,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/145761,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/145762,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/151555,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/151556,"LS,RS",Bihar,PATNA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,PATNA SAHIB,DISTRICT_UNIQUE_PC,MEDIUM,PATNA SAHIB
WS/MP1/2024-2025/151557,"LS,RS",Bihar,BHAGALPUR,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,BANKA | BHAGALPUR
WS/MP1/2024-2025/166097,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/166098,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/166099,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/166100,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/166101,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/166102,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/166103,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2024-2025/33365,"LS,RS",Bihar,SITAMARHI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,SITAMARHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,SHEOHAR | SITAMARHI
WS/MP1/2024-2025/33366,"LS,RS",Bihar,SITAMARHI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,SITAMARHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,SHEOHAR | SITAMARHI
WS/MP1/2025-2026/145769,"LS,RS",Bihar,SHEIKHPURA,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JAMUI(SC) | NAWADA
WS/MP1/2025-2026/156269,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/156270,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/166104,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/166105,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/166106,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/166107,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/181888,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,MADHUBANI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/188639,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JHANJHARPUR | MADHUBANI
WS/MP1/2025-2026/188640,"LS,RS",Bihar,MADHUBANI,Sitting Rajya Sabha,Shri Shambhu Sharan Patel (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,JHANJHARPUR | MADHUBANI
