work_id,houses,state,district,constituency,mp,elected_nominated,mp_type,resolved_constituency,constituency_resolution_source,constituency_resolution_confidence,constituency_candidates
WS/MP18265/2024-2025/166491,LS,Tamil Nadu,CUDDALORE,,M.K. VISHNUPRASAD (NaN-NaN),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,CHIDAMBARAM(SC) | CUDDALORE
WS/MP18265/2025-2026/151882,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151884,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151887,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151889,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151949,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151951,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151989,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151991,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151993,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151996,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/151999,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/152002,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/152004,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/152005,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/152008,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/152624,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/152625,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/152626,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154777,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154778,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154779,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154780,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154781,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154782,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154783,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154785,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154818,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154833,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154834,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154835,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154905,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/154924,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155033,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155174,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155926,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155927,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155928,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155930,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155932,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/155943,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/157239,RS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/160988,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/163881,"LS,RS",Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,Elected MP,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/222901,LS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/223033,LS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/241765,LS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2025-2026/241768,LS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18265/2026-2027/222988,LS,Tamil Nadu,CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,,Lok Sabha,CUDDALORE,SOURCE,HIGH,CUDDALORE
WS/MP18267/2026-2027/250869,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/250876,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/250878,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/250882,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/270662,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/303817,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/303818,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/303822,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18267/2026-2027/303823,LS,Tamil Nadu,KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,,Lok Sabha,KRISHNAGIRI,SOURCE,HIGH,KRISHNAGIRI
WS/MP18269/2026-2027/246434,LS,Tamil Nadu,SALEM,SALEM,SELVAGANAPATHI T M,,Lok Sabha,SALEM,SOURCE,HIGH,SALEM
WS/MP18269/2026-2027/246439,LS,Tamil Nadu,SALEM,SALEM,SELVAGANAPATHI T M,,Lok Sabha,SALEM,SOURCE,HIGH,SALEM
WS/MP18270/2025-2026/160684,RS,Uttar Pradesh,GHAZIABAD,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18270/2025-2026/160687,RS,Uttar Pradesh,GHAZIABAD,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18270/2025-2026/160703,RS,Uttar Pradesh,GHAZIABAD,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18270/2025-2026/160705,RS,Uttar Pradesh,GHAZIABAD,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18270/2025-2026/160712,RS,Uttar Pradesh,GHAZIABAD,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18270/2025-2026/160717,RS,Uttar Pradesh,GHAZIABAD,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18270/2025-2026/188338,LS,Uttar Pradesh,GHAZIABAD,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18270/2026-2027/256178,LS,Uttar Pradesh,BAGHPAT,BAGHPAT,DR RAJKUMAR SANGWAN,,Lok Sabha,BAGHPAT,SOURCE,HIGH,BAGHPAT
WS/MP18271/2025-2026/135003,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135004,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135005,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135006,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135007,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135008,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135009,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135010,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135011,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135012,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135160,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135163,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135164,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135165,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135166,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135171,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135172,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135173,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135174,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135175,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135176,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135177,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135179,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135180,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135181,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135182,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135183,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135184,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135185,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135210,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135211,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135212,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135271,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135272,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2025-2026/135273,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2026-2027/135215,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2026-2027/135216,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2026-2027/135219,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2026-2027/135277,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18271/2026-2027/135284,"LS,RS",West Bengal,Cooch Behar,COOCHBEHAR(SC),JAGADISH CHANDRA BARMA BASUNIA,,Lok Sabha,COOCHBEHAR(SC),SOURCE,HIGH,COOCHBEHAR(SC)
WS/MP18272/2024-2025/136068,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/138305,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/143420,RS,West Bengal,PURULIA,JHARGRAM(ST),KALIPADA SAREN,,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/150044,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163362,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163363,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163364,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163365,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163366,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163367,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163368,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163369,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163441,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163442,RS,West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163443,RS,West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163444,RS,West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163445,RS,West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163446,RS,West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163447,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/163448,"LS,RS",West Bengal,Jhargram,JHARGRAM(ST),KALIPADA SAREN,Elected MP,Lok Sabha,JHARGRAM(ST),SOURCE,HIGH,JHARGRAM(ST)
WS/MP18272/2024-2025/165991,LS,West Bengal,Jhargram,,KALIPADA SAREN (NaN-NaN),Elected MP,Lok Sabha,JHARGRAM(ST),DISTRICT_UNIQUE_PC,MEDIUM,JHARGRAM(ST)
