sr_no,state,mp,constituency,allocated_amount,work_id_canonical,work_id_status,house,source_file,elected_nominated
31,Rajasthan,Dr. Satish Poonia (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
32,Himachal Pradesh,Dr. Sikander Kumar (2022-28) (2022-2028),,207863957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
33,Uttar Pradesh,Dr. Sudhanshu Trivedi (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
34,Karnataka,Dr. Syed Naseer Hussain (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
35,Kerala,Dr. V. Sivadasan (2021-27) (2021-2027),,276720323.27,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
36,Punjab,Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),,198656208.57000002,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
37,West Bengal,Ms. Dola Sen (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
38,Delhi,Ms. Swati Maliwal (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
39,Bihar,Prof. Manoj Kumar Jha (2024-30) (2024-2030),,191620112.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
40,Uttar Pradesh,Prof. Ram Gopal Yadav (2020-26) (2020-2026),,221271395.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
41,Kerala,Shri A. A. Rahim (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
42,Kerala,Shri Abdul Wahab (2021-27) (2021-2027),,310898953.29,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
43,Jharkhand,Shri Aditya Prasad (2022-28) (2022-2028),,227628508.2,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
44,Karnataka,Shri Ajay Makan (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
45,Bihar,Shri Akhilesh Prasad Singh (2024-30) (2024-2030),,186200000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
46,Uttar Pradesh,Shri Amar Pal Maurya (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
47,Telangana,Shri Anil Kumar Yadav Mandadi (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
48,Himachal Pradesh,Shri Anurag Sharma (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
49,Uttar Pradesh,Shri Arun Singh (2020-26) (2020-2026),,223492764.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
50,Madhya Pradesh,Shri Ashok Singh (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
51,Maharashtra,Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
52,Odisha,Shri Ashwini Vaishnaw (2024-30) (2024-2030),,265563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
53,Telangana,Shri B. Parthasaradhi Reddy (2022-28) (2022-2028),,244365104.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
54,Uttar Pradesh,Shri B.L. Verma (2020-26) (2020-2026),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
55,Gujarat,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
56,Uttar Pradesh,Shri Baburam Nishad (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
57,Jharkhand,Shri Baidyanath Ram (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
58,Madhya Pradesh,Shri Balyogi Umeshnath (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
59,Madhya Pradesh,Shri Banshilal Gurjar (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
60,Andhra Pradesh,Shri Bhashyam Rama Krishna (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
61,Assam,Shri Birendra Prasad Baishya (2025-31) (2025-2031),,98000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
62,Uttar Pradesh,Shri Brij Lal (2020-26) (2020-2026),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
63,Kerala,Shri C. Sadanandan Master (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
64,Maharashtra,Shri Chandrakant Damodar Handore (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
65,Jammu And Kashmir,Shri Chowdry Mohammad Ramzan (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
66,Tamil Nadu,Shri Christopher Manickam (2026-32) (2026-2032),,49356476.5,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
67,Rajasthan,Shri Chunnilal Garasiya (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
68,Tamil Nadu,Shri Constandine Ravindran (2026-32) (2026-2032),,49356476.5,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
69,Telangana,Shri Damodar Rao Divakonda (2022-28) (2022-2028),,239919406.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
70,Odisha,Shri Debashish Samantaray (2026-30) (2026-2030),,23800006.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
71,West Bengal,Shri Derek O' Brien (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
72,Chhattisgarh,Shri Devendra Pratap Singh (2024-30) (2024-2030),,170837637.76,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
73,Maharashtra,Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),,220383643.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
74,Odisha,Shri Dilip Kumar Ray (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
75,Sikkim,Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),,150170726.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
76,Karnataka,Shri G.C. Chandrashekhar (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
77,Rajasthan,Shri Ghanshyam Tiwari (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
78,Andhra Pradesh,Shri Golla Baburao (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
79,Gujarat,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
80,Jammu And Kashmir,Shri Gulam Ali (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
81,Jammu And Kashmir,Shri Gurwinder Singh Oberoi (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
82,Punjab,Shri Harbhajan Singh (2022-28) (2022-2028),,220984094.27,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
83,Uttar Pradesh,Shri Hardeep Singh Puri (2020-26) (2020-2026),,226801049.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
84,Kerala,Shri Haris Beeran (2024-30) (2024-2030),,122500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
85,Himachal Pradesh,Shri Harsh Mahajan (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
86,West Bengal,Shri Harsh Vardhan Shringla (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
87,Tamil Nadu,Shri I.S. Inbadurai (2025-31) (2025-2031),,89248285.42,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
88,Tamil Nadu,Shri Ilaiyaraaja (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
89,Maharashtra,Shri Imran Pratapgarhi (2022-28) (2022-2028),,196000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
90,Gujarat,Shri Jagat Prakash Nadda (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
91,Karnataka,Shri Jaggesh (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
92,Karnataka,Shri Jairam Ramesh (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
93,Meghalaya,Shri James Pangsang Kongkal Sangma (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
94,Uttar Pradesh,Shri Javed Ali Khan (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
95,Uttar Pradesh,Shri Jayant Chaudhary (2022-28) (2022-2028),,214074707.67000002,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
96,Assam,Shri Jogen Mohan (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
97,Kerala,Shri Jose K. Mani (2024-30) (2024-2030),,122500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
98,Tamil Nadu,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),,238513975.53,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
99,Tamil Nadu,Shri Kamal Haasan (2025-31) (2025-2031),,89248285.42,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
100,Assam,Shri Kanad Purkayastha (2025-31) (2025-2031),,98000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
101,Uttar Pradesh,Shri Kapil Sibal (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
102,Haryana,Shri Karamvir Singh Singh Boudh (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
103,Haryana,Shri Kartikeya Sharma (2022-28) (2022-2028),,196000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
104,Gujarat,Shri Kesridevsinh Jhala (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
105,Mizoram,Shri Khiangte Laltluangkima (2026-32) (2026-2032),,24500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
106,Bihar,Shri Khiru Mahto (2022-28) (2022-2028),,235770091.81,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
107,Tamil Nadu,Shri L. K. Sudhish (2026-32) (2026-2032),,49356476.5,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
108,Karnataka,Shri Lahar Singh Siroya (2022-28) (2022-2028),,206278088.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
109,Andhra Pradesh,Shri Lingamaneni Ramesh (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
110,Karnataka,Shri M. Nagaraja (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
111,Rajasthan,Shri Madan Rathore (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
112,Uttarakhand,Shri Mahendra Bhatt (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
113,Madhya Pradesh,Shri Mahesh Kewat (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
114,Karnataka,Shri Mallikarjun Kharge (2026-32) (2026-2032),,49063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
115,Bihar,Shri Manan Kumar Mishra (2024-28) (2024-2028),,235263957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
116,Odisha,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
117,Odisha,Shri Manmohan Samal (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
118,Karnataka,Shri Mansoor Ali Khan (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
119,Andhra Pradesh,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),,171296045.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
120,Gujarat,Shri Mayankkumar Nayak (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
121,Andhra Pradesh,Shri Meda Raghunadha Reddy (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
122,Maharashtra,Shri Milind Murli Deora (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
123,Uttar Pradesh,Shri Mithlesh Kumar (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
124,West Bengal,Shri Mohammed Nadimul Haque (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
125,Rajasthan,Shri Mukul Wasnik (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
126,West Bengal,Shri Nagendra Ray (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
127,Delhi,Shri Narain Dass Gupta (2024-30) (2024-2030),,160837070.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
128,Karnataka,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),,147450000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
129,Uttarakhand,Shri Naresh Bansal (2020-26) (2020-2026),,222043184.71,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
130,Uttar Pradesh,Shri Naveen Jain (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
131,Rajasthan,Shri Neeraj Dangi (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
132,Uttar Pradesh,Shri Neeraj Shekhar (2020-26) (2020-2026),,236483662.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
133,Maharashtra,Shri Nitin Laxmanrao Jadhav Patil (2024-28) (2024-2028),,122500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
134,Bihar,Shri Nitin Nabin (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
135,Tamil Nadu,Shri P. Chidambaram (2022-28) (2022-2028),,236312242.52,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
136,Kerala,Shri P. P. Suneer (2024-30) (2024-2030),,122500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
137,Tamil Nadu,Shri P. Wilson (2025-31) (2025-2031),,89248285.42,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
138,Assam,Shri Pabitra Margherita (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
139,Andhra Pradesh,Shri Paka Venkata Satyanarayana (2025-28) (2025-2028),,98000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
140,Maharashtra,Shri Parth Ajit Pawar (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
141,Karnataka,Shri Pawan Khera (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
142,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,178564551.09,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
143,Maharashtra,Shri Praful Patel (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
144,West Bengal,Shri Prakash Chik Baraik (2026-29) (2026-2029),,49662892.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
145,Assam,Shri Pramod Boro (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
146,Rajasthan,Shri Pramod Tiwari (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
147,Tamil Nadu,Shri Praveen Chakravarthy (2026-28) (2026-2028),,49356476.5,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
148,Tamil Nadu,Shri R. Dharmar (2022-28) (2022-2028),,260812242.52,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
149,Tamil Nadu,Shri R. Girirajan (2022-28) (2022-2028),,236312242.52,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
150,Punjab,Shri Raghav Chadha (2022-28) (2022-2028),,237229207.25,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
151,West Bengal,Shri Rajeev Kumar (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
152,Chhattisgarh,Shri Rajeev Shukla (2022-28) (2022-2028),,271174394.23,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
153,Gujarat,Shri Rajesh Parmanand Shukla (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
154,Tripura,Shri Rajib Bhattacharjee (2024-28) (2024-2028),,122500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
155,Punjab,Shri Rajinder Gupta (2025-28) (2025-2028),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
156,Madhya Pradesh,Shri Rajneesh Kumar Agrawal (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
157,Bihar,Shri Ram Nath Thakur (2026-32) (2026-2032),,65673638.730000004,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
158,Maharashtra,Shri Ramdas Bandu Athawale (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
159,Uttar Pradesh,Shri Ramji (2020-26) (2020-2026),,174518577.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
160,Uttar Pradesh,Shri Ramji Lal Suman (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
161,Maharashtra,Shri Ramrao Sakharam Wadkute (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
162,Rajasthan,Shri Randeep Singh Surjewala (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
163,Uttar Pradesh,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
164,Telangana,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),,152732534.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
165,Assam,Shri Rwngwra Narzary (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
166,Andhra Pradesh,Shri Ryaga Krishnaiah (2024-28) (2024-2028),,170413583.79,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
167,Andhra Pradesh,Shri S Niranjan Reddy (2022-28) (2022-2028),,224621383.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
168,Gujarat,Shri S. Jaishankar (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
169,Tamil Nadu,Shri S. Kalyanasundaram (2022-28) (2022-2028),,239763792.52,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
170,Puducherry,Shri S. Selvaganabathy (2021-27) (2021-2027),,292881856.49,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
171,Tamil Nadu,Shri S.R. Sivalingam (2025-31) (2025-2031),,89248285.42,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
172,Goa,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
173,Jammu And Kashmir,Shri Sajjad Ahmad Kichloo (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
174,West Bengal,Shri Samik Bhattacharya (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
175,West Bengal,Shri Samirul Islam (2023-29) (2023-2029),,171500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
176,Andhra Pradesh,Shri Sana Sathish Babu (2026-32) (2026-2032),,49063978.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
177,Kerala,Shri Sandosh Kumar P (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
178,Haryana,Shri Sanjay Bhatia (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
179,Bihar,Shri Sanjay Kumar Jha (2024-30) (2024-2030),,186200000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
180,Maharashtra,Shri Sanjay Raut (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
181,Uttar Pradesh,Shri Sanjay Seth (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
182,Delhi,Shri Sanjay Singh (2024-30) (2024-2030),,184466426.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
183,Bihar,Shri Sanjay Yadav (2024-30) (2024-2030),,186200000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
184,Punjab,Shri Sant Balbir Singh (2022-28) (2022-2028),,196359074.44000003,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
185,Jammu And Kashmir,Shri Sat Paul Sharma (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
186,Bihar,Shri Satish Chandra Dubey (2022-28) (2022-2028),,235263957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
187,Chandigarh,Shri Satnam Singh Sandhu (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
188,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,237168443.49,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
189,Bihar,Shri Shivesh Kumar (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
190,Haryana,Shri Subhash Barala (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
191,Odisha,Shri Subhasish Khuntia (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
192,Odisha,Shri Sujeet Kumar (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
193,Uttar Pradesh,Shri Surendra Singh Nagar (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
194,Arunachal Pradesh,Shri Tai Tagak (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
195,Madhya Pradesh,Shri Tarun Chugh (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
196,Uttar Pradesh,Shri Tejveer Singh (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
