work_id,dataset_count,datasets
WS/MP620/2024-2025/133166,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP620/2025-2026/133167,2,LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133190,2,LS_recommended|RS_sanctioned
WS/MP620/2025-2026/133191,2,LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133301,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133303,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133304,2,LS_recommended|RS_sanctioned
WS/MP620/2025-2026/133305,2,LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133306,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133307,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133308,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133309,2,LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133310,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133311,2,LS_recommended|RS_sanctioned
WS/MP620/2024-2025/133312,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP418/2024-2025/133409,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP498/2024-2025/133447,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133549,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133550,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133551,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133552,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133553,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133554,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133556,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133557,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133558,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133559,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133560,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133561,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133562,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133563,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133564,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133565,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133566,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133567,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133568,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133569,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133570,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133571,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133572,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133573,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133574,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133575,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133576,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133577,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133578,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133579,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133580,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133581,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133582,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133583,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133584,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133585,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133586,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133587,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133588,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133589,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133590,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133591,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133592,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133593,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133594,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133595,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133596,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133597,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133598,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133599,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133600,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133601,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133602,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133603,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133604,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133605,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133606,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133607,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133608,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133609,2,LS_recommended|RS_sanctioned
WS/MP577/2026-2027/133610,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133611,2,LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133612,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133613,2,LS_recommended|RS_sanctioned
WS/MP577/2025-2026/133614,2,LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133686,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133687,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133688,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133689,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133690,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133691,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133692,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133693,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133694,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133695,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133696,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133697,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133698,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133699,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133700,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133701,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133702,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18152/2024-2025/133703,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133772,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133773,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133774,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133775,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP577/2024-2025/133776,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133904,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133905,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133906,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133909,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133910,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133911,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133912,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133913,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133919,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP641/2025-2026/133920,2,LS_recommended|RS_sanctioned
WS/MP641/2025-2026/133921,2,LS_recommended|RS_sanctioned
WS/MP641/2024-2025/133929,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133940,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133941,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133944,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133945,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133946,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133947,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133949,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133955,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133959,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133960,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133961,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133962,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133963,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133964,2,LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133965,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133966,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133967,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133968,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133969,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133970,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133971,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133973,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133975,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP423/2024-2025/133976,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134022,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134023,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134024,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134025,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134026,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2025-2026/134031,2,LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134034,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134035,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134037,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134038,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134039,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18032/2024-2025/134041,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134091,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134092,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134093,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134094,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134095,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134096,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134100,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134101,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134102,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134103,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134104,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134105,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134106,2,LS_recommended|RS_sanctioned
WS/MP632/2025-2026/134107,2,LS_recommended|RS_sanctioned
WS/MP345/2024-2025/134123,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP345/2024-2025/134136,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP345/2024-2025/134137,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP345/2024-2025/134140,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP345/2024-2025/134143,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP345/2024-2025/134144,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP345/2024-2025/134145,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18182/2024-2025/134222,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18182/2024-2025/134223,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18182/2024-2025/134224,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18182/2024-2025/134225,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18067/2025-2026/134321,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP18067/2025-2026/134322,2,LS_recommended|RS_sanctioned
WS/MP18067/2025-2026/134323,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134327,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134328,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134329,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134330,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134331,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134332,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134334,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134337,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134338,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP389/2024-2025/134429,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/134434,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/134457,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/134458,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/134459,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/134461,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/134462,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/134463,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18159/2024-2025/134479,2,LS_recommended|RS_sanctioned
WS/MP632/2025-2026/134588,2,LS_recommended|RS_sanctioned
WS/MP632/2024-2025/134589,2,LS_recommended|RS_sanctioned
WS/MP632/2026-2027/134591,2,LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134629,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134630,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134631,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134632,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134633,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134638,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134644,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134646,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134649,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134655,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134658,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134660,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134661,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134665,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134666,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134667,2,LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134668,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134670,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134671,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134672,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134673,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/134674,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2024-2025/134677,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2024-2025/134680,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2024-2025/134684,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2024-2025/134687,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2024-2025/134688,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2024-2025/134689,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP552/2024-2025/134699,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP552/2024-2025/134702,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18006/2024-2025/134703,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2025-2026/134707,2,LS_recommended|RS_sanctioned
WS/MP508/2025-2026/134708,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2025-2026/134709,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2025-2026/134710,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP508/2025-2026/134711,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2025-2026/134736,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/134737,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/134739,2,LS_recommended|RS_sanctioned
WS/MP18065/2025-2026/134740,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/134741,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/134742,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134780,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134781,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134782,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134783,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134784,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134785,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134786,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134787,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134788,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134789,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134790,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134791,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134792,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134793,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134797,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134798,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134799,2,LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134800,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134801,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134802,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134803,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134804,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP681/2024-2025/134805,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134826,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134827,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134828,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134829,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134837,2,LS_recommended|RS_sanctioned
WS/MP485/2024-2025/134838,2,LS_recommended|RS_sanctioned
WS/MP492/2024-2025/134981,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP492/2024-2025/134984,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135003,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135004,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135005,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135006,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135007,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135008,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135009,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135010,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135011,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135012,2,LS_recommended|RS_sanctioned
WS/MP345/2024-2025/135013,3,LS_expenditure|LS_recommended|RS_sanctioned
WS/MP345/2024-2025/135014,2,LS_recommended|RS_sanctioned
WS/MP345/2024-2025/135018,2,LS_recommended|RS_sanctioned
WS/MP345/2024-2025/135019,2,LS_recommended|RS_sanctioned
WS/MP345/2024-2025/135021,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135160,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135163,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135164,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135165,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135166,2,LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/135168,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/135169,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18278/2024-2025/135170,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135171,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135172,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135173,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135174,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135175,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135176,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135177,2,LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135178,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135179,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135180,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135181,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135182,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135183,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135184,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135185,2,LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135206,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135207,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135208,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135209,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135210,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135211,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135212,2,LS_recommended|RS_sanctioned
WS/MP18271/2026-2027/135215,2,LS_recommended|RS_sanctioned
WS/MP18271/2026-2027/135216,2,LS_recommended|RS_sanctioned
WS/MP18271/2026-2027/135219,2,LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135221,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135222,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135223,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18065/2025-2026/135231,2,LS_recommended|RS_sanctioned
WS/MP18065/2024-2025/135232,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135255,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135256,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135257,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135258,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135259,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135260,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135261,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135262,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135263,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135264,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135265,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18153/2024-2025/135266,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18250/2024-2025/135267,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18250/2024-2025/135268,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18250/2024-2025/135269,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135271,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135272,2,LS_recommended|RS_sanctioned
WS/MP18271/2025-2026/135273,2,LS_recommended|RS_sanctioned
WS/MP18271/2026-2027/135277,2,LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135279,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135283,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP18271/2026-2027/135284,2,LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135386,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP858/2024-2025/135387,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135399,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135400,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135401,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135402,2,LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135403,2,LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135404,2,LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135405,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135406,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135407,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135408,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135409,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135410,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135412,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135413,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135416,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135417,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135418,3,LS_completed|LS_recommended|RS_sanctioned
WS/MP812/2024-2025/135419,3,LS_completed|LS_recommended|RS_sanctioned
