work_id,dataset_count,datasets
WS/MP847/2025-2026/198242,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP847/2025-2026/198243,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/198244,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2026-2027/198251,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP846/2026-2027/198252,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/198258,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/198262,2,LS_sanctioned|RS_recommended
WS/MP847/2025-2026/198268,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP847/2025-2026/198269,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2025-2026/198369,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP146/2025-2026/198370,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP146/2025-2026/198371,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18300/2025-2026/198603,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198605,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198606,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198607,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198608,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198609,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198632,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198633,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198634,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198635,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198636,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198637,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198638,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198639,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198640,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198641,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198642,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198643,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198644,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198645,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198646,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198647,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/198648,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18284/2025-2026/198733,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18403/2025-2026/198818,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18403/2025-2026/198819,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP199/2025-2026/198845,2,LS_sanctioned|RS_recommended
WS/MP18300/2025-2026/198846,1,LS_sanctioned
WS/MP18300/2025-2026/198848,2,LS_sanctioned|RS_recommended
WS/MP18385/2025-2026/198850,2,LS_sanctioned|RS_completed
WS/MP138/2025-2026/198855,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP138/2025-2026/198856,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP138/2025-2026/198857,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP138/2025-2026/198858,2,LS_sanctioned|RS_recommended
WS/MP138/2025-2026/198859,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP145/2025-2026/198951,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP145/2025-2026/198952,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP145/2025-2026/198953,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP145/2025-2026/198955,2,LS_sanctioned|RS_recommended
WS/MP202/2025-2026/199011,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199012,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199013,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199014,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199015,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199016,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199017,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199018,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199019,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199020,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199021,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199023,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199024,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199027,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199030,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199032,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199041,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199042,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199050,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199062,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199063,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199065,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199066,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18290/2025-2026/199067,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18290/2025-2026/199068,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199069,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199070,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199072,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199073,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199074,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199075,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199077,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199104,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199105,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199106,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199107,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199124,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199125,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199127,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199128,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199129,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199130,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199133,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199137,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199138,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199139,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199140,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199141,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199142,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199143,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199144,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199145,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199147,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199149,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199156,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199157,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199158,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199159,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199169,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199171,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199172,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP190/2025-2026/199173,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199174,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199175,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199176,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199177,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199178,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199179,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199180,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199181,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199182,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199183,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199184,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199185,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199186,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199187,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199188,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199205,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP879/2025-2026/199206,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP879/2025-2026/199207,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18385/2025-2026/199237,2,LS_sanctioned|RS_recommended
WS/MP18385/2025-2026/199238,2,LS_sanctioned|RS_recommended
WS/MP18385/2025-2026/199239,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18385/2025-2026/199240,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18385/2025-2026/199241,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2025-2026/199242,2,LS_sanctioned|RS_recommended
WS/MP202/2025-2026/199243,2,LS_sanctioned|RS_recommended
WS/MP202/2025-2026/199244,2,LS_sanctioned|RS_recommended
WS/MP202/2025-2026/199245,2,LS_sanctioned|RS_recommended
WS/MP202/2025-2026/199246,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/199248,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP078/2025-2026/199252,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/199253,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2025-2026/199254,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2025-2026/199256,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP183/2025-2026/199257,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP078/2025-2026/199267,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP078/2025-2026/199275,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18364/2025-2026/199340,2,LS_sanctioned|RS_recommended
WS/MP18364/2025-2026/199341,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18364/2025-2026/199342,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2025-2026/199390,2,LS_sanctioned|RS_recommended
WS/MP140/2025-2026/199391,2,LS_sanctioned|RS_recommended
WS/MP140/2025-2026/199392,2,LS_sanctioned|RS_recommended
WS/MP140/2025-2026/199394,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2025-2026/199395,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2025-2026/199400,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2025-2026/199401,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP140/2025-2026/199408,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2025-2026/199409,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18373/2025-2026/199573,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/199580,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/199581,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18373/2025-2026/199582,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18373/2025-2026/199600,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/199601,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/199602,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/199603,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/199608,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18373/2025-2026/199609,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18373/2025-2026/199610,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18373/2025-2026/199611,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP106/2025-2026/199624,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2025-2026/199625,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2025-2026/199626,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18349/2025-2026/199653,2,LS_sanctioned|RS_recommended
WS/MP18349/2025-2026/199654,2,LS_sanctioned|RS_recommended
WS/MP18349/2025-2026/199655,2,LS_sanctioned|RS_recommended
WS/MP18296/2025-2026/199782,2,LS_sanctioned|RS_recommended
WS/MP18296/2025-2026/199796,2,LS_sanctioned|RS_recommended
WS/MP132/2026-2027/199800,2,LS_sanctioned|RS_recommended
WS/MP132/2026-2027/199801,2,LS_sanctioned|RS_recommended
WS/MP18296/2025-2026/199843,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP225/2025-2026/199844,2,LS_sanctioned|RS_completed
WS/MP18403/2025-2026/199851,2,LS_sanctioned|RS_recommended
WS/MP189/2025-2026/199934,2,LS_sanctioned|RS_recommended
WS/MP18289/2025-2026/200040,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18289/2026-2027/200041,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP106/2025-2026/200043,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2025-2026/200044,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2025-2026/200045,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP181/2025-2026/200049,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP181/2026-2027/200050,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18402/2025-2026/200051,2,LS_sanctioned|RS_recommended
WS/MP052/2025-2026/200065,1,LS_sanctioned
WS/MP18332/2025-2026/200066,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18332/2025-2026/200067,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18332/2025-2026/200068,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18332/2025-2026/200072,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18332/2025-2026/200079,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18332/2025-2026/200081,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18332/2025-2026/200082,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18332/2025-2026/200089,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18364/2025-2026/200092,2,LS_sanctioned|RS_recommended
WS/MP053/2025-2026/200098,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18282/2025-2026/200127,2,LS_sanctioned|RS_recommended
WS/MP18282/2025-2026/200129,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18282/2025-2026/200135,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP148/2025-2026/200138,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18298/2025-2026/200165,2,LS_sanctioned|RS_recommended
WS/MP015/2025-2026/200222,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2025-2026/200223,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2025-2026/200224,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18290/2025-2026/200298,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18290/2025-2026/200299,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18290/2025-2026/200321,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18290/2025-2026/200322,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18334/2025-2026/200332,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18334/2025-2026/200333,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18334/2025-2026/200334,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18364/2025-2026/200401,2,LS_sanctioned|RS_recommended
WS/MP196/2025-2026/200404,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP196/2025-2026/200406,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP850/2025-2026/200407,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP850/2025-2026/200408,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP850/2025-2026/200409,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP850/2025-2026/200410,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP850/2025-2026/200411,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18364/2025-2026/200413,2,LS_sanctioned|RS_recommended
WS/MP850/2025-2026/200414,2,LS_sanctioned|RS_recommended
WS/MP18364/2025-2026/200415,2,LS_sanctioned|RS_recommended
WS/MP18364/2025-2026/200419,2,LS_sanctioned|RS_recommended
WS/MP18364/2025-2026/200423,2,LS_sanctioned|RS_recommended
WS/MP18382/2025-2026/200582,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18382/2025-2026/200583,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18382/2025-2026/200584,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18385/2025-2026/200585,2,LS_sanctioned|RS_completed
WS/MP081/2025-2026/200593,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200600,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200601,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200602,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200603,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200604,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200605,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200606,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/200607,2,LS_sanctioned|RS_recommended
WS/MP112/2026-2027/200630,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18428/2025-2026/200660,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18428/2025-2026/200661,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18428/2025-2026/200662,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18428/2025-2026/200663,2,LS_sanctioned|RS_recommended
WS/MP18428/2025-2026/200664,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18428/2025-2026/200665,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18428/2025-2026/200666,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18382/2025-2026/200745,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18382/2025-2026/200746,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18382/2025-2026/200747,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/200800,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200806,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200809,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200810,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200814,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200817,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200823,2,LS_sanctioned|RS_recommended
WS/MP032/2025-2026/200857,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP18300/2025-2026/200899,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/200900,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/200902,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/200903,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18300/2025-2026/200904,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/200914,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200922,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200930,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200977,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/200993,2,LS_sanctioned|RS_recommended
WS/MP18374/2025-2026/200994,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18374/2025-2026/200995,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18374/2025-2026/200996,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18374/2025-2026/200997,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18374/2025-2026/200998,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18374/2025-2026/200999,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18374/2025-2026/201000,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18374/2025-2026/201001,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/201002,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201013,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201019,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201022,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201023,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201028,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP078/2025-2026/201029,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2025-2026/201042,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201044,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201045,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201046,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/201047,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201049,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201050,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201057,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201060,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201074,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201075,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201077,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201079,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201099,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201100,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201101,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201102,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201127,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201129,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201158,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201159,2,LS_sanctioned|RS_recommended
WS/MP078/2025-2026/201176,2,LS_sanctioned|RS_recommended
WS/MP131/2025-2026/201184,2,LS_sanctioned|RS_recommended
WS/MP131/2025-2026/201185,2,LS_sanctioned|RS_recommended
WS/MP131/2025-2026/201186,2,LS_sanctioned|RS_recommended
WS/MP131/2025-2026/201187,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201216,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201223,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201227,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201232,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201236,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201238,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201245,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201247,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201248,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201250,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201253,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201256,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201258,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201260,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201263,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201265,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201266,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201267,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201268,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201269,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201270,2,LS_sanctioned|RS_recommended
WS/MP18364/2025-2026/201271,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP18364/2025-2026/201272,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP171/2025-2026/201274,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP171/2025-2026/201275,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP18373/2025-2026/201279,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/201280,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/201281,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/201282,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/201283,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/201284,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/201285,2,LS_sanctioned|RS_recommended
WS/MP18373/2025-2026/201286,2,LS_sanctioned|RS_recommended
WS/MP18333/2026-2027/201288,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP846/2025-2026/201292,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/201294,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP846/2025-2026/201296,2,LS_sanctioned|RS_recommended
WS/MP846/2026-2027/201297,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201298,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201300,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201301,2,LS_sanctioned|RS_recommended
WS/MP846/2025-2026/201313,3,LS_sanctioned|RS_completed|RS_recommended
